Ayonika PAUL,SHINDW2309199201,IND,10.5,10.4,10.0,10.1,10.8,10.5,10.4,10.0,10.1,10.8,10.5,10.6,10.3,10.5,10.4,10.5,10.6,10.3,10.5,10.4,10.3,10.6,10.8,10.7,10.5,10.3,10.6,10.8,10.7,10.5,10.0,10.0,10.5,10.7,10.2,10.0,10.0,10.5,10.7,10.2
Petra LUSTENBERGER,SHSUIW1211199001,SUI,10.8,9.8,9.7,9.0,10.3,10.8,9.8,9.7,9.0,10.3,10.5,10.8,10.0,10.6,10.4,10.5,10.8,10.0,10.6,10.4,10.0,10.4,10.8,9.6,10.1,10.0,10.4,10.8,9.6,10.1,9.6,10.8,10.3,10.6,10.2,9.6,10.8,10.3,10.6,10.2
Rosa PENA ROCAMONTES,SHMEXW1909199401,MEX,10.5,8.6,9.7,9.8,9.8,10.5,8.6,9.7,9.8,9.8,10.4,10.4,10.5,10.1,10.4,10.4,10.4,10.5,10.1,10.4,10.6,10.7,10.0,10.4,10.7,10.6,10.7,10.0,10.4,10.7,9.9,10.6,10.1,9.8,9.6,9.9,10.6,10.1,9.8,9.6
Diliana MENDEZ,SHVENW2710198201,VEN,10.5,10.3,10.7,10.1,10.7,10.5,10.3,10.7,10.1,10.7,10.3,9.9,10.5,10.1,10.8,10.3,9.9,10.5,10.1,10.8,10.7,10.7,10.1,9.7,10.2,10.7,10.7,10.1,9.7,10.2,10.5,10.1,10.0,9.9,10.5,10.5,10.1,10.0,9.9,10.5
Katarina BISERCIC,SHSRBW0909199201,SRB,10.1,10.1,10.4,10.7,10.0,10.1,10.1,10.4,10.7,10.0,10.4,10.4,10.7,10.5,10.4,10.4,10.4,10.7,10.5,10.4,10.4,9.6,10.3,10.4,10.9,10.4,9.6,10.3,10.4,10.9,9.7,10.6,10.1,10.1,10.6,9.7,10.6,10.1,10.1,10.6
Anna ZHUKOVA,SHRUSW1707199101,RUS,10.1,10.6,10.5,10.2,10.3,10.1,10.6,10.5,10.2,10.3,10.6,10.5,10.4,10.7,10.9,10.6,10.5,10.4,10.7,10.9,10.3,10.1,10.0,10.3,10.4,10.3,10.1,10.0,10.3,10.4,10.8,10.9,10.1,10.2,10.7,10.8,10.9,10.1,10.2,10.7
Daria KITAEVA,SHRUSW2610199302,RUS,10.2,9.7,10.8,10.0,10.3,10.2,9.7,10.8,10.0,10.3,10.5,9.5,10.4,10.6,9.5,10.5,9.5,10.4,10.6,9.5,10.4,10.3,10.7,10.5,9.9,10.4,10.3,10.7,10.5,9.9,10.4,9.8,10.0,10.4,10.4,10.4,9.8,10.0,10.4,10.4
Sara ALDOSARI,SHBRNW1704199201,BRN,8.4,10.2,7.7,9.0,9.9,8.4,10.2,7.7,9.0,9.9,9.0,9.9,9.3,9.3,9.0,9.0,9.9,9.3,9.3,9.0,10.6,10.3,10.5,9.5,10.0,10.6,10.3,10.5,9.5,10.0,9.8,10.6,9.4,10.0,10.1,9.8,10.6,9.4,10.0,10.1
Ayu MATSUHABA,SHJPNW1811199401,JPN,10.8,10.8,9.8,10.1,10.4,10.8,10.8,9.8,10.1,10.4,10.9,10.0,10.2,10.1,10.5,10.9,10.0,10.2,10.1,10.5,10.7,9.7,9.6,9.8,10.3,10.7,9.7,9.6,9.8,10.3,10.1,10.3,10.5,10.6,10.1,10.1,10.3,10.5,10.6,10.1
Maren PREDIGER,SHGERW3004199101,GER,9.8,9.8,10.0,10.2,10.4,9.8,9.8,10.0,10.2,10.4,10.6,10.4,10.6,10.9,10.6,10.6,10.4,10.6,10.9,10.6,10.5,10.9,10.7,10.5,9.7,10.5,10.9,10.7,10.5,9.7,10.4,10.1,10.7,10.7,10.2,10.4,10.1,10.7,10.7,10.2
Monica ZUNIGA,SHMEXW1702199501,MEX,10.5,10.2,10.1,10.5,9.7,10.5,10.2,10.1,10.5,9.7,10.1,10.0,10.2,10.0,9.7,10.1,10.0,10.2,10.0,9.7,10.2,10.4,9.0,10.5,10.6,10.2,10.4,9.0,10.5,10.6,10.4,10.5,10.4,9.6,10.2,10.4,10.5,10.4,9.6,10.2
Lisa UNGERANK,SHAUTW2206199201,AUT,10.4,9.5,9.5,9.9,10.9,10.4,9.5,9.5,9.9,10.9,9.9,9.8,9.9,10.9,10.5,9.9,9.8,9.9,10.9,10.5,9.9,10.5,10.0,10.4,10.6,9.9,10.5,10.0,10.4,10.6,10.1,10.0,10.6,10.3,10.2,10.1,10.0,10.6,10.3,10.2
Ziva DVORSAK,SHSLOW0907199101,SLO,9.5,10.8,10.7,10.7,10.3,9.5,10.8,10.7,10.7,10.3,10.4,10.5,10.4,10.2,10.3,10.4,10.5,10.4,10.2,10.3,10.3,10.6,10.4,10.0,10.6,10.3,10.6,10.4,10.0,10.6,10.5,10.4,9.5,10.6,10.4,10.5,10.4,9.5,10.6,10.4
Jing CHANG,SHCHNW0104198701,CHN,10.6,10.5,10.5,10.4,10.2,10.6,10.5,10.5,10.4,10.2,10.4,10.2,10.8,10.5,10.0,10.4,10.2,10.8,10.5,10.0,10.2,10.2,10.1,10.4,10.2,10.2,10.2,10.1,10.4,10.2,10.5,10.8,10.1,10.6,10.9,10.5,10.8,10.1,10.6,10.9
Paulina Alejandra SALAZAR GUERRERO,SHCHIW1507198701,CHI,10.7,9.8,10.0,9.4,9.6,10.7,9.8,10.0,9.4,9.6,10.2,9.0,10.4,9.6,10.0,10.2,9.0,10.4,9.6,10.0,10.0,10.5,9.8,10.4,9.8,10.0,10.5,9.8,10.4,9.8,9.9,9.9,10.3,10.4,9.9,9.9,9.9,10.3,10.4,9.9
Petra ZUBLASING,SHITAW3006198901,ITA,10.3,10.8,10.8,10.4,10.5,10.3,10.8,10.8,10.4,10.5,10.5,10.0,10.2,10.1,10.8,10.5,10.0,10.2,10.1,10.8,10.1,10.9,10.6,10.1,10.7,10.1,10.9,10.6,10.1,10.7,10.6,10.7,10.5,10.0,10.5,10.6,10.7,10.5,10.0,10.5
Manon CLAESSENS,SHBELW2904199401,BEL,10.1,10.0,10.7,10.1,10.3,10.1,10.0,10.7,10.1,10.3,10.5,10.2,9.9,10.7,10.9,10.5,10.2,9.9,10.7,10.9,9.5,10.2,10.1,10.5,9.5,9.5,10.2,10.1,10.5,9.5,9.2,10.3,10.6,10.0,10.1,9.2,10.3,10.6,10.0,10.1
Meredith CARPENTIER,SHUSAW1201199301,USA,9.5,10.3,10.5,9.9,9.5,9.5,10.3,10.5,9.9,9.5,10.5,9.7,10.1,10.5,10.4,10.5,9.7,10.1,10.5,10.4,10.6,10.5,9.9,10.4,10.1,10.6,10.5,9.9,10.4,10.1,10.8,10.5,9.6,10.3,10.3,10.8,10.5,9.6,10.3,10.3
Stine NIELSEN,SHDENW0902199101,DEN,10.2,10.6,10.2,10.2,10.8,10.2,10.6,10.2,10.2,10.8,10.8,9.8,10.4,9.9,10.6,10.8,9.8,10.4,9.9,10.6,10.7,10.4,10.9,10.7,10.3,10.7,10.4,10.9,10.7,10.3,9.8,10.5,10.1,10.6,10.7,9.8,10.5,10.1,10.6,10.7
Gabriela LOBOS,SHCHIW1209199201,CHI,10.4,10.1,9.2,10.3,10.5,10.4,10.1,9.2,10.3,10.5,10.7,10.3,10.6,10.2,9.8,10.7,10.3,10.6,10.2,9.8,10.6,9.7,10.2,9.8,10.1,10.6,9.7,10.2,9.8,10.1,10.3,10.2,9.0,9.5,10.1,10.3,10.2,9.0,9.5,10.1
Stephanie OBERMOSER,SHAUTW1410198801,AUT,10.0,9.9,10.2,9.3,10.5,10.0,9.9,10.2,9.3,10.5,10.7,10.7,10.5,10.8,10.3,10.7,10.7,10.5,10.8,10.3,10.4,9.9,10.2,10.5,10.5,10.4,9.9,10.2,10.5,10.5,10.0,10.4,10.6,9.9,10.4,10.0,10.4,10.6,9.9,10.4
Narantuya CHULUUNBADRAKH,SHMGLW0209198501,MGL,10.5,10.3,10.2,10.3,10.5,10.5,10.3,10.2,10.3,10.5,10.4,10.4,10.7,10.3,10.0,10.4,10.4,10.7,10.3,10.0,10.5,10.3,10.8,10.6,10.3,10.5,10.3,10.8,10.6,10.3,9.6,10.5,10.8,10.6,10.5,9.6,10.5,10.8,10.6,10.5
Yanjinlkham OLZVOIBAATAR,SHMGLW2210199001,MGL,10.5,10.5,10.5,10.0,10.1,10.5,10.5,10.5,10.0,10.1,10.8,10.1,10.4,10.1,10.7,10.8,10.1,10.4,10.1,10.7,10.2,10.1,10.4,10.7,10.4,10.2,10.1,10.4,10.7,10.4,10.1,10.5,10.4,10.2,10.3,10.1,10.5,10.4,10.2,10.3
Kana SUEMOTO,SHJPNW2007199501,JPN,10.7,10.8,10.6,9.2,10.0,10.7,10.8,10.6,9.2,10.0,10.0,10.6,10.4,10.6,10.6,10.0,10.6,10.4,10.6,10.6,10.1,10.1,9.5,10.0,9.8,10.1,10.1,9.5,10.0,9.8,10.3,10.5,9.9,10.3,9.9,10.3,10.5,9.9,10.3,9.9
Cheng ZHANG,SHCHNW2701199001,CHN,10.4,10.6,9.8,10.5,10.4,10.4,10.6,9.8,10.5,10.4,9.7,10.1,10.8,10.3,10.6,9.7,10.1,10.8,10.3,10.6,10.2,9.9,9.9,10.4,10.3,10.2,9.9,9.9,10.4,10.3,10.7,10.7,10.0,10.4,10.2,10.7,10.7,10.0,10.4,10.2
Anna NORMANN,SHSWEW2008198401,SWE,10.8,10.3,10.0,10.1,9.6,10.8,10.3,10.0,10.1,9.6,9.9,10.5,10.1,10.3,10.6,9.9,10.5,10.1,10.3,10.6,9.8,10.6,9.7,10.1,10.5,9.8,10.6,9.7,10.1,10.5,10.4,10.4,10.9,10.1,10.7,10.4,10.4,10.9,10.1,10.7
Salma Maricruz RAMOS,SHMEXW1402199501,MEX,10.1,10.7,9.3,10.6,10.5,10.1,10.7,9.3,10.6,10.5,10.6,9.8,10.5,10.8,10.8,10.6,9.8,10.5,10.8,10.8,10.0,10.3,10.3,10.5,10.6,10.0,10.3,10.3,10.5,10.6,10.3,10.5,10.3,10.9,10.0,10.3,10.5,10.3,10.9,10.0
Cheng CHENG,SHCHNW1403198601,CHN,10.6,10.7,10.6,10.3,10.5,10.6,10.7,10.6,10.3,10.5,10.2,10.3,10.0,10.6,10.7,10.2,10.3,10.0,10.6,10.7,10.6,10.5,10.5,10.7,10.3,10.6,10.5,10.5,10.7,10.3,10.4,10.5,10.1,10.7,10.8,10.4,10.5,10.1,10.7,10.8
Sofia PADILLA,SHECUW1905198901,ECU,10.4,9.2,8.7,9.5,10.3,10.4,9.2,8.7,9.5,10.3,9.3,10.3,10.7,10.3,10.4,9.3,10.3,10.7,10.3,10.4,10.3,10.4,10.6,9.6,10.6,10.3,10.4,10.6,9.6,10.6,9.6,10.7,10.3,10.3,10.6,9.6,10.7,10.3,10.3,10.6
Jennifer HENS,SHAUSW0108198601,AUS,10.4,10.6,10.2,10.2,10.1,10.4,10.6,10.2,10.2,10.1,10.4,10.8,10.4,10.1,10.1,10.4,10.8,10.4,10.1,10.1,10.4,10.0,10.8,10.3,10.2,10.4,10.0,10.8,10.3,10.2,10.4,10.7,9.8,10.4,10.7,10.4,10.7,9.8,10.4,10.7
Aerial ARTHUR,SHCANW3012199701,CAN,9.3,10.3,10.5,10.0,10.7,9.3,10.3,10.5,10.0,10.7,9.7,10.2,10.6,10.7,8.9,9.7,10.2,10.6,10.7,8.9,10.3,10.5,10.4,10.0,10.1,10.3,10.5,10.4,10.0,10.1,10.2,10.8,10.8,10.1,9.1,10.2,10.8,10.8,10.1,9.1
Amina AL TARSHI,SHOMAW1001198901,OMA,10.5,9.8,9.4,8.0,9.9,10.5,9.8,9.4,8.0,9.9,10.1,10.3,9.8,10.1,9.8,10.1,10.3,9.8,10.1,9.8,10.4,9.9,10.8,8.9,10.0,10.4,9.9,10.8,8.9,10.0,10.3,8.4,10.1,9.4,9.2,10.3,8.4,10.1,9.4,9.2
Jana DE QUICK,SHBELW0905199201,BEL,10.4,10.4,10.2,10.5,10.8,10.4,10.4,10.2,10.5,10.8,10.1,10.7,10.5,10.4,10.4,10.1,10.7,10.5,10.4,10.4,10.2,10.7,9.4,9.9,9.7,10.2,10.7,9.4,9.9,9.7,10.6,10.1,9.6,10.8,10.3,10.6,10.1,9.6,10.8,10.3
Ivana MAKSIMOVIC,SHSCGW0205199001,SRB,10.5,10.2,10.1,10.8,10.3,10.5,10.2,10.1,10.8,10.3,9.4,10.8,9.8,10.6,10.3,9.4,10.8,9.8,10.6,10.3,10.5,10.6,10.6,10.0,10.5,10.5,10.6,10.6,10.0,10.5,10.6,10.9,10.4,10.7,10.5,10.6,10.9,10.4,10.7,10.5
Snjezana PEJCIC,SHCROW1307198201,CRO,10.8,10.2,10.7,10.5,10.5,10.8,10.2,10.7,10.5,10.5,10.2,10.5,10.2,10.3,9.8,10.2,10.5,10.2,10.3,9.8,9.8,9.8,10.3,10.1,10.0,9.8,9.8,10.3,10.1,10.0,10.2,10.5,10.4,9.9,10.1,10.2,10.5,10.4,9.9,10.1
Jennifer MCINTOSH,SHGBRW1706199101,GBR,10.6,10.1,10.4,10.3,10.1,10.6,10.1,10.4,10.3,10.1,10.7,10.5,10.7,10.4,10.2,10.7,10.5,10.7,10.4,10.2,9.9,10.5,10.5,10.5,10.1,9.9,10.5,10.5,10.5,10.1,10.1,10.7,10.3,10.4,10.1,10.1,10.7,10.3,10.4,10.1
Apurvi CHANDELA,SHINDW0401199301,IND,10.7,10.2,10.0,10.5,10.0,10.7,10.2,10.0,10.5,10.0,9.9,10.4,10.4,10.6,10.4,9.9,10.4,10.4,10.6,10.4,10.5,10.6,10.1,10.1,10.9,10.5,10.6,10.1,10.1,10.9,10.8,10.0,10.6,10.7,9.9,10.8,10.0,10.6,10.7,9.9
Ako SASAKI,SHJPNW1001197201,JPN,9.5,10.3,10.1,10.3,10.1,9.5,10.3,10.1,10.3,10.1,9.7,10.2,9.8,10.4,9.7,9.7,10.2,9.8,10.4,9.7,10.8,10.3,9.6,10.5,10.5,10.8,10.3,9.6,10.5,10.5,10.8,9.9,10.6,10.6,10.1,10.8,9.9,10.6,10.6,10.1
Stephanie VERCRUSSE,SHBELW0802198901,BEL,10.6,10.0,10.5,10.5,10.7,10.6,10.0,10.5,10.5,10.7,10.8,10.4,10.5,10.2,10.1,10.8,10.4,10.5,10.2,10.1,10.1,10.4,9.8,10.1,10.6,10.1,10.4,9.8,10.1,10.6,10.0,10.8,10.7,10.7,9.6,10.0,10.8,10.7,10.7,9.6
Ramona GOESSLER,SHGERW2802198701,GER,10.4,10.7,10.7,10.4,10.6,10.4,10.7,10.7,10.4,10.6,10.2,10.5,10.8,10.0,10.2,10.2,10.5,10.8,10.0,10.2,10.6,10.8,10.0,10.5,9.8,10.6,10.8,10.0,10.5,9.8,10.5,10.2,10.5,10.8,10.4,10.5,10.2,10.5,10.8,10.4
Marina BOBKOVA,SHRUSW0610197701,RUS,10.9,10.2,10.3,9.9,10.1,10.9,10.2,10.3,9.9,10.1,9.6,10.3,10.2,10.3,10.7,9.6,10.3,10.2,10.3,10.7,10.4,10.3,10.3,10.4,9.9,10.4,10.3,10.3,10.4,9.9,10.4,10.5,10.1,10.0,10.3,10.4,10.5,10.1,10.0,10.3
Yafei LI,SHSINW0103199401,SIN,9.3,10.1,10.0,10.1,9.5,9.3,10.1,10.0,10.1,9.5,9.8,10.3,10.5,10.0,10.5,9.8,10.3,10.5,10.0,10.5,10.2,10.6,10.0,9.6,9.8,10.2,10.6,10.0,9.6,9.8,10.5,10.2,10.7,10.6,10.2,10.5,10.2,10.7,10.6,10.2
Karina VERA,SHCHIW1204197501,CHI,9.3,10.4,10.0,10.4,10.7,9.3,10.4,10.0,10.4,10.7,9.8,9.3,9.7,9.5,9.4,9.8,9.3,9.7,9.5,9.4,10.4,10.3,10.4,10.6,10.5,10.4,10.3,10.4,10.6,10.5,10.5,8.8,9.3,10.5,9.6,10.5,8.8,9.3,10.5,9.6
Lulwa ASHOOR,SHBRNW2111199001,BRN,10.5,10.6,10.0,9.7,9.8,10.5,10.6,10.0,9.7,9.8,10.4,9.4,10.4,10.7,8.7,10.4,9.4,10.4,10.7,8.7,9.4,10.7,10.6,9.1,10.4,9.4,10.7,10.6,9.1,10.4,10.8,10.2,10.4,10.2,10.2,10.8,10.2,10.4,10.2,10.2
Andrea ARSOVIC,SHSCGW0502198701,SRB,9.8,10.7,9.8,10.7,10.4,9.8,10.7,9.8,10.7,10.4,10.7,10.5,10.4,10.7,10.2,10.7,10.5,10.4,10.7,10.2,10.1,10.0,10.2,10.8,10.7,10.1,10.0,10.2,10.8,10.7,10.1,10.3,10.7,10.5,10.1,10.1,10.3,10.7,10.5,10.1
Linda OLOFSSON,SHSWEW1204198201,SWE,9.8,10.0,10.1,9.0,9.8,9.8,10.0,10.1,9.0,9.8,10.2,10.4,9.1,10.0,9.9,10.2,10.4,9.1,10.0,9.9,9.4,9.9,10.1,10.5,10.3,9.4,9.9,10.1,10.5,10.3,10.3,10.6,9.1,9.8,10.3,10.3,10.6,9.1,9.8,10.3
Angelica BERRIO,SHCOLW2105199601,COL,10.7,10.5,10.5,10.1,10.3,10.7,10.5,10.5,10.1,10.3,9.9,9.5,10.8,9.6,10.6,9.9,9.5,10.8,9.6,10.6,10.3,9.0,10.5,9.7,8.2,10.3,9.0,10.5,9.7,8.2,10.7,9.5,10.0,9.9,10.4,10.7,9.5,10.0,9.9,10.4
Aura Maria QUIROGA LUQUE,SHCOLW0311199501,COL,9.5,9.0,10.3,10.5,10.2,9.5,9.0,10.3,10.5,10.2,9.7,10.7,9.0,10.6,10.5,9.7,10.7,9.0,10.6,10.5,10.2,9.2,9.9,10.3,8.5,10.2,9.2,9.9,10.3,8.5,10.1,9.4,9.5,10.3,10.0,10.1,9.4,9.5,10.3,10.0
Beggxula OLIVA,SHVENW0110198401,VEN,10.0,10.1,9.4,9.2,8.2,10.0,10.1,9.4,9.2,8.2,10.5,10.1,9.3,10.0,10.6,10.5,10.1,9.3,10.0,10.6,9.6,9.4,9.8,10.4,10.5,9.6,9.4,9.8,10.4,10.5,9.5,10.4,10.6,9.4,9.7,9.5,10.4,10.6,9.4,9.7
Fabienne FUEGLISTER,SHSUIW0301199201,SUI,10.1,10.6,9.9,10.4,9.7,10.1,10.6,9.9,10.4,9.7,10.2,10.4,9.8,10.3,10.1,10.2,10.4,9.8,10.3,10.1,10.4,9.8,10.7,10.5,9.9,10.4,9.8,10.7,10.5,9.9,10.4,10.5,10.4,9.7,10.3,10.4,10.5,10.4,9.7,10.3
